GameID,Year,Home_Team,Home_Score,Home_Team_wkts_lost,Away_Team,Away_Score,Away_Team_wkts_lost,Result,Winner,Bat_First_Win,Bat_Second_Win,Home_Team_Win,Away_Team_Win
262,2018,LITTLE SHELFORD CC,103,10,CHESTERFORDS CC,106,1,CHESTERFORDS CC WON  BY 9 WICKETS,CHESTERFORDS CC,FALSE,TRUE,FALSE,TRUE
263,2018,LONGSTOWE CC,89,10,LITTLE SHELFORD CC,90,0,LITTLE SHELFORD CC WON  BY 10 WICKETS,LITTLE SHELFORD CC,FALSE,TRUE,FALSE,TRUE
264,2018,LITTLE SHELFORD CC,127,4,HARLTON CC,123,10,LITTLE SHELFORD CC WON  BY 6 WICKETS,LITTLE SHELFORD CC,FALSE,TRUE,TRUE,FALSE
265,2018,LITTLE SHELFORD CC,179,6,HELIONS BUMPSTEAD CC,178,10,LITTLE SHELFORD CC WON  BY 4 WICKETS,LITTLE SHELFORD CC,FALSE,TRUE,TRUE,FALSE
266,2018,LITTLE SHELFORD CC,109,10,"ROYSTON CC, HERTS",110,2,"ROYSTON CC, HERTS WON  BY 8 WICKETS","ROYSTON CC, HERTS",FALSE,TRUE,FALSE,TRUE
267,2018,COKENACH CC,235,2,LITTLE SHELFORD CC,195,6,COKENACH CC WON  BY 40 RUNS,COKENACH CC,TRUE,FALSE,TRUE,FALSE
268,2018,LITTLE SHELFORD CC,306,3,WHITTLESFORD CC,234,8,LITTLE SHELFORD CC WON  BY 72 RUNS,LITTLE SHELFORD CC,TRUE,FALSE,TRUE,FALSE
269,2018,CHESTERFORDS CC,167,10,LITTLE SHELFORD CC,169,4,LITTLE SHELFORD CC WON  BY 6 WICKETS,LITTLE SHELFORD CC,FALSE,TRUE,FALSE,TRUE
270,2018,HELIONS BUMPSTEAD CC,163,10,LITTLE SHELFORD CC,258,7,LITTLE SHELFORD CC WON  BY 95 RUNS,LITTLE SHELFORD CC,TRUE,FALSE,FALSE,TRUE
271,2018,"ROYSTON CC, HERTS",163,9,LITTLE SHELFORD CC,199,10,LITTLE SHELFORD CC WON  BY 36 RUNS,LITTLE SHELFORD CC,TRUE,FALSE,FALSE,TRUE
273,2018,HARLTON CC,247,6,LITTLE SHELFORD CC,215,10,HARLTON CC WON  BY 32 RUNS,HARLTON CC,TRUE,FALSE,TRUE,FALSE
274,2018,LITTLE SHELFORD CC,252,4,LONGSTOWE CC,131,10,LITTLE SHELFORD CC WON  BY 121 RUNS,LITTLE SHELFORD CC,TRUE,FALSE,TRUE,FALSE
275,2018,WHITTLESFORD CC,177,9,LITTLE SHELFORD CC,176,9,WHITTLESFORD CC WON  BY 1 WICKET,WHITTLESFORD CC,FALSE,TRUE,TRUE,FALSE
276,2018,GIRTON CC,162,8,ASHWELL CC,163,4,ASHWELL CC WON  BY 6 WICKETS,ASHWELL CC,FALSE,TRUE,FALSE,TRUE
279,2018,ASHWELL CC,210,5,CITY OF ELY CC,211,4,CITY OF ELY CC WON  BY 6 WICKETS,CITY OF ELY CC,FALSE,TRUE,FALSE,TRUE
281,2018,ASHWELL CC,162,10,SAFFRON WALDEN CC,163,4,SAFFRON WALDEN CC WON  BY 6 WICKETS,SAFFRON WALDEN CC,FALSE,TRUE,FALSE,TRUE
282,2018,WILBURTON CC,181,10,ASHWELL CC,170,10,WILBURTON CC WON  BY 11 RUNS,WILBURTON CC,TRUE,FALSE,TRUE,FALSE
283,2018,ASHWELL CC,119,8,HORSEHEATH CC,118,10,ASHWELL CC WON  BY 2 WICKETS,ASHWELL CC,FALSE,TRUE,TRUE,FALSE
284,2018,ASHWELL CC,198,10,ISLEHAM CC,241,7,ISLEHAM CC WON  BY 43 RUNS,ISLEHAM CC,TRUE,FALSE,FALSE,TRUE
285,2018,ASHWELL CC,153,3,GIRTON CC,151,10,ASHWELL CC WON  BY 7 WICKETS,ASHWELL CC,FALSE,TRUE,TRUE,FALSE
287,2018,ASHWELL CC,192,9,"NEWPORT CC, ESSEX",196,5,"NEWPORT CC, ESSEX WON  BY 5 WICKETS","NEWPORT CC, ESSEX",FALSE,TRUE,FALSE,TRUE
288,2018,CITY OF ELY CC,357,5,ASHWELL CC,244,8,CITY OF ELY CC WON  BY 113 RUNS,CITY OF ELY CC,TRUE,FALSE,TRUE,FALSE
290,2018,SAFFRON WALDEN CC,256,10,ASHWELL CC,259,6,ASHWELL CC WON  BY 3 RUNS,ASHWELL CC,TRUE,FALSE,FALSE,TRUE
291,2018,ASHWELL CC,172,6,WILBURTON CC,169,10,ASHWELL CC WON  BY 4 WICKETS,ASHWELL CC,FALSE,TRUE,TRUE,FALSE
292,2018,HORSEHEATH CC,216,5,ASHWELL CC,220,5,ASHWELL CC WON  BY 5 WICKETS,ASHWELL CC,FALSE,TRUE,FALSE,TRUE
293,2018,ISLEHAM CC,179,10,ASHWELL CC,219,7,ASHWELL CC WON  BY 40 RUNS,ASHWELL CC,TRUE,FALSE,FALSE,TRUE
294,2019,TAKELEY CC,271,6,AUDLEY END & LITTLEBURY CC,199,10,TAKELEY CC WON  BY 72 RUNS,TAKELEY CC,TRUE,FALSE,TRUE,FALSE
295,2019,THRIPLOW CC,177,8,AUDLEY END & LITTLEBURY CC,178,7,AUDLEY END & LITTLEBURY CC WON  BY 3 WICKETS,AUDLEY END & LITTLEBURY CC,FALSE,TRUE,FALSE,TRUE
296,2019,AUDLEY END & LITTLEBURY CC,159,6,WILBRAHAMS CC,158,6,AUDLEY END & LITTLEBURY CC WON  BY 4 WICKETS,AUDLEY END & LITTLEBURY CC,FALSE,TRUE,TRUE,FALSE
298,2019,LITTLE SHELFORD CC,238,8,AUDLEY END & LITTLEBURY CC,164,8,LITTLE SHELFORD CC WON  BY 74 RUNS,LITTLE SHELFORD CC,TRUE,FALSE,TRUE,FALSE
300,2019,AUDLEY END & LITTLEBURY CC,143,10,WHITTLESFORD CC,219,9,WHITTLESFORD CC WON  BY 76 RUNS,WHITTLESFORD CC,TRUE,FALSE,FALSE,TRUE
301,2019,LINTON VILLAGE CC,140,8,AUDLEY END & LITTLEBURY CC,139,10,LINTON VILLAGE CC WON  BY 2 WICKETS,LINTON VILLAGE CC,FALSE,TRUE,TRUE,FALSE
302,2019,AUDLEY END & LITTLEBURY CC,274,8,CHESTERFORDS CC,275,1,CHESTERFORDS CC WON  BY 9 WICKETS,CHESTERFORDS CC,FALSE,TRUE,FALSE,TRUE
303,2019,AUDLEY END & LITTLEBURY CC,130,10,TAKELEY CC,229,7,TAKELEY CC WON  BY 99 RUNS,TAKELEY CC,TRUE,FALSE,FALSE,TRUE
304,2019,AUDLEY END & LITTLEBURY CC,86,10,THRIPLOW CC,162,8,THRIPLOW CC WON  BY 76 RUNS,THRIPLOW CC,TRUE,FALSE,FALSE,TRUE
305,2019,ASHWELL CC,132,10,AUDLEY END & LITTLEBURY CC,53,10,ASHWELL CC WON  BY 79 RUNS,ASHWELL CC,TRUE,FALSE,TRUE,FALSE
307,2019,AUDLEY END & LITTLEBURY CC,211,8,LITTLE SHELFORD CC,91,10,AUDLEY END & LITTLEBURY CC WON  BY 120 RUNS,AUDLEY END & LITTLEBURY CC,TRUE,FALSE,TRUE,FALSE
308,2019,GREAT CHISHILL CC,208,7,AUDLEY END & LITTLEBURY CC,209,6,AUDLEY END & LITTLEBURY CC WON  BY 4 WICKETS,AUDLEY END & LITTLEBURY CC,FALSE,TRUE,FALSE,TRUE
309,2019,WHITTLESFORD CC,91,10,AUDLEY END & LITTLEBURY CC,92,1,AUDLEY END & LITTLEBURY CC WON  BY 9 WICKETS,AUDLEY END & LITTLEBURY CC,FALSE,TRUE,FALSE,TRUE
311,2019,CHESTERFORDS CC,153,5,AUDLEY END & LITTLEBURY CC,146,9,CHESTERFORDS CC WON  BY 7 RUNS,CHESTERFORDS CC,TRUE,FALSE,TRUE,FALSE
312,2019,OVER CC,107,3,CAMBRIDGE NCI CC,103,10,OVER CC WON  BY 7 WICKETS,OVER CC,FALSE,TRUE,TRUE,FALSE
313,2019,CAMBRIDGE NCI CC,165,10,CAMBRIDGE CC,178,10,CAMBRIDGE CC WON  BY 13 RUNS,CAMBRIDGE CC,TRUE,FALSE,FALSE,TRUE
314,2019,WISBECH TOWN CC,117,10,CAMBRIDGE NCI CC,264,5,CAMBRIDGE NCI CC WON  BY 147 RUNS,CAMBRIDGE NCI CC,TRUE,FALSE,FALSE,TRUE
315,2019,WITCHAM CC,146,9,CAMBRIDGE NCI CC,173,8,CAMBRIDGE NCI CC WON  BY 27 RUNS,CAMBRIDGE NCI CC,TRUE,FALSE,FALSE,TRUE
316,2019,BOTTISHAM-LODE CC,156,4,CAMBRIDGE NCI CC,126,10,BOTTISHAM-LODE CC WON  BY 30 RUNS,BOTTISHAM-LODE CC,TRUE,FALSE,TRUE,FALSE
317,2019,CAMBRIDGE NCI CC,299,10,CHATTERIS CC,124,10,CAMBRIDGE NCI CC WON  BY 175 RUNS,CAMBRIDGE NCI CC,TRUE,FALSE,TRUE,FALSE
318,2019,CAMBOURNE CC,169,5,CAMBRIDGE NCI CC,168,7,CAMBOURNE CC WON  BY 5 WICKETS,CAMBOURNE CC,FALSE,TRUE,TRUE,FALSE
319,2019,CAMBRIDGE NCI CC,110,1,CITY OF ELY CC,107,10,CAMBRIDGE NCI CC WON  BY 9 WICKETS,CAMBRIDGE NCI CC,FALSE,TRUE,TRUE,FALSE
320,2019,CAMBRIDGE NCI CC,132,10,OVER CC,134,5,OVER CC WON  BY 5 WICKETS,OVER CC,FALSE,TRUE,FALSE,TRUE
321,2019,CAMBRIDGE CC,197,10,CAMBRIDGE NCI CC,222,7,CAMBRIDGE NCI CC WON  BY 25 RUNS,CAMBRIDGE NCI CC,TRUE,FALSE,FALSE,TRUE
323,2019,CAMBRIDGE NCI CC,236,10,WITCHAM CC,252,5,WITCHAM CC WON  BY 16 RUNS,WITCHAM CC,TRUE,FALSE,FALSE,TRUE
324,2019,CAMBRIDGE NCI CC,222,7,BOTTISHAM-LODE CC,230,8,BOTTISHAM-LODE CC WON  BY 8 RUNS,BOTTISHAM-LODE CC,TRUE,FALSE,FALSE,TRUE
325,2019,CHATTERIS CC,137,10,CAMBRIDGE NCI CC,171,7,CAMBRIDGE NCI CC WON  BY 34 RUNS,CAMBRIDGE NCI CC,TRUE,FALSE,FALSE,TRUE
327,2019,CITY OF ELY CC,209,9,CAMBRIDGE NCI CC,184,10,CITY OF ELY CC WON  BY 1 WICKET,CITY OF ELY CC,FALSE,TRUE,TRUE,FALSE
328,2019,GREAT CHISHILL CC,273,4,WHITTLESFORD CC,235,10,GREAT CHISHILL CC WON  BY 38 RUNS,GREAT CHISHILL CC,TRUE,FALSE,TRUE,FALSE
329,2019,GREAT CHISHILL CC,183,5,WILBRAHAMS CC,179,8,GREAT CHISHILL CC WON  BY 5 WICKETS,GREAT CHISHILL CC,FALSE,TRUE,TRUE,FALSE
330,2019,GREAT CHISHILL CC,92,10,LITTLE SHELFORD CC,108,10,LITTLE SHELFORD CC WON  BY 16 RUNS,LITTLE SHELFORD CC,TRUE,FALSE,FALSE,TRUE
331,2019,GREAT CHISHILL CC,153,10,THRIPLOW CC,135,10,GREAT CHISHILL CC WON  BY 18 RUNS,GREAT CHISHILL CC,TRUE,FALSE,TRUE,FALSE
332,2019,TAKELEY CC,201,7,GREAT CHISHILL CC,204,6,GREAT CHISHILL CC WON  BY 4 WICKETS,GREAT CHISHILL CC,FALSE,TRUE,FALSE,TRUE
334,2019,GREAT CHISHILL CC,168,10,CHESTERFORDS CC,156,10,GREAT CHISHILL CC WON  BY 12 RUNS,GREAT CHISHILL CC,TRUE,FALSE,TRUE,FALSE
335,2019,ASHWELL CC,266,4,GREAT CHISHILL CC,186,10,ASHWELL CC WON  BY 80 RUNS,ASHWELL CC,TRUE,FALSE,TRUE,FALSE
336,2019,LINTON VILLAGE CC,170,10,GREAT CHISHILL CC,234,8,GREAT CHISHILL CC WON  BY 64 RUNS,GREAT CHISHILL CC,TRUE,FALSE,FALSE,TRUE
337,2019,WHITTLESFORD CC,188,9,GREAT CHISHILL CC,190,4,GREAT CHISHILL CC WON  BY 6 WICKETS,GREAT CHISHILL CC,FALSE,TRUE,FALSE,TRUE
338,2019,WILBRAHAMS CC,214,5,GREAT CHISHILL CC,200,10,WILBRAHAMS CC WON  BY 14 RUNS,WILBRAHAMS CC,TRUE,FALSE,TRUE,FALSE
339,2019,THRIPLOW CC,96,10,GREAT CHISHILL CC,159,10,GREAT CHISHILL CC WON  BY 63 RUNS,GREAT CHISHILL CC,TRUE,FALSE,FALSE,TRUE
340,2019,LITTLE SHELFORD CC,191,5,GREAT CHISHILL CC,157,10,LITTLE SHELFORD CC WON  BY 34 RUNS,LITTLE SHELFORD CC,TRUE,FALSE,TRUE,FALSE
341,2019,GREAT CHISHILL CC,153,10,TAKELEY CC,156,3,TAKELEY CC WON  BY 7 WICKETS,TAKELEY CC,FALSE,TRUE,FALSE,TRUE
343,2019,CHESTERFORDS CC,183,9,GREAT CHISHILL CC,182,10,CHESTERFORDS CC WON  BY 1 WICKET,CHESTERFORDS CC,FALSE,TRUE,TRUE,FALSE
344,2019,GREAT CHISHILL CC,201,10,ASHWELL CC,204,6,ASHWELL CC WON  BY 3 RUNS,ASHWELL CC,TRUE,FALSE,FALSE,TRUE
345,2019,GREAT CHISHILL CC,233,6,LINTON VILLAGE CC,174,10,GREAT CHISHILL CC WON  BY 59 RUNS,GREAT CHISHILL CC,TRUE,FALSE,TRUE,FALSE
346,2019,WILBRAHAMS CC,143,1,LINTON VILLAGE CC,142,9,WILBRAHAMS CC WON  BY 9 WICKETS,WILBRAHAMS CC,FALSE,TRUE,TRUE,FALSE
347,2019,LINTON VILLAGE CC,143,8,TAKELEY CC,147,1,TAKELEY CC WON  BY 9 WICKETS,TAKELEY CC,FALSE,TRUE,FALSE,TRUE
348,2019,WHITTLESFORD CC,192,4,LINTON VILLAGE CC,189,5,WHITTLESFORD CC WON  BY 6 WICKETS,WHITTLESFORD CC,FALSE,TRUE,TRUE,FALSE
349,2019,LINTON VILLAGE CC,146,9,CHESTERFORDS CC,149,6,CHESTERFORDS CC WON  BY 4 WICKETS,CHESTERFORDS CC,FALSE,TRUE,FALSE,TRUE
350,2019,LINTON VILLAGE CC,39,2,ASHWELL CC,36,10,LINTON VILLAGE CC WON  BY 8 WICKETS,LINTON VILLAGE CC,FALSE,TRUE,TRUE,FALSE
352,2019,LINTON VILLAGE CC,106,10,THRIPLOW CC,167,9,THRIPLOW CC WON  BY 61 RUNS,THRIPLOW CC,TRUE,FALSE,FALSE,TRUE
355,2019,LINTON VILLAGE CC,149,8,WILBRAHAMS CC,153,0,WILBRAHAMS CC WON  BY 10 WICKETS,WILBRAHAMS CC,FALSE,TRUE,FALSE,TRUE
356,2019,TAKELEY CC,153,2,LINTON VILLAGE CC,149,10,TAKELEY CC WON  BY 8 WICKETS,TAKELEY CC,FALSE,TRUE,TRUE,FALSE
357,2019,CHESTERFORDS CC,168,8,LINTON VILLAGE CC,97,10,CHESTERFORDS CC WON  BY 71 RUNS,CHESTERFORDS CC,TRUE,FALSE,TRUE,FALSE
359,2019,ASHWELL CC,229,10,LINTON VILLAGE CC,115,10,ASHWELL CC WON  BY 114 RUNS,ASHWELL CC,TRUE,FALSE,TRUE,FALSE
360,2019,LINTON VILLAGE CC,162,2,LITTLE SHELFORD CC,160,8,LINTON VILLAGE CC WON  BY 8 WICKETS,LINTON VILLAGE CC,FALSE,TRUE,TRUE,FALSE
361,2019,THRIPLOW CC,142,10,LINTON VILLAGE CC,225,10,LINTON VILLAGE CC WON  BY 83 RUNS,LINTON VILLAGE CC,TRUE,FALSE,FALSE,TRUE
364,2019,SAWSTON AND BABRAHAM CC,146,6,ICKLETON CC,151,4,ICKLETON CC WON  BY 6 WICKETS,ICKLETON CC,FALSE,TRUE,FALSE,TRUE
365,2019,ICKLETON CC,155,10,CAM KERALA CC,204,9,CAM KERALA CC WON  BY 49 RUNS,CAM KERALA CC,TRUE,FALSE,FALSE,TRUE
366,2019,ICKLETON CC,309,5,FULBOURN INSTITUTE CC,81,10,ICKLETON CC WON  BY 228 RUNS,ICKLETON CC,TRUE,FALSE,TRUE,FALSE
367,2019,DULLINGHAM CC,193,8,ICKLETON CC,196,4,ICKLETON CC WON  BY 6 WICKETS,ICKLETON CC,FALSE,TRUE,FALSE,TRUE
368,2019,ICKLETON CC,68,3,THRIPLOW CC,65,10,ICKLETON CC WON  BY 7 WICKETS,ICKLETON CC,FALSE,TRUE,TRUE,FALSE
369,2019,"NEWTON CC, CAMBS",134,10,ICKLETON CC,135,7,ICKLETON CC WON  BY 3 WICKETS,ICKLETON CC,FALSE,TRUE,FALSE,TRUE
370,2019,ICKLETON CC,149,10,GREAT SHELFORD CC,230,5,GREAT SHELFORD CC WON  BY 81 RUNS,GREAT SHELFORD CC,TRUE,FALSE,FALSE,TRUE
371,2019,CAM KERALA CC,126,10,ICKLETON CC,141,10,ICKLETON CC WON  BY 15 RUNS,ICKLETON CC,TRUE,FALSE,FALSE,TRUE
372,2019,FULBOURN INSTITUTE CC,115,10,ICKLETON CC,117,3,ICKLETON CC WON  BY 7 WICKETS,ICKLETON CC,FALSE,TRUE,FALSE,TRUE
373,2019,ICKLETON CC,140,7,SAWSTON AND BABRAHAM CC,139,10,ICKLETON CC WON  BY 3 WICKETS,ICKLETON CC,FALSE,TRUE,TRUE,FALSE
374,2019,ICKLETON CC,238,9,DULLINGHAM CC,215,6,ICKLETON CC WON  BY 23 RUNS,ICKLETON CC,TRUE,FALSE,TRUE,FALSE
375,2019,THRIPLOW CC,136,7,ICKLETON CC,137,7,ICKLETON CC WON  BY 3 WICKETS,ICKLETON CC,FALSE,TRUE,FALSE,TRUE
376,2019,ICKLETON CC,191,9,"NEWTON CC, CAMBS",111,10,ICKLETON CC WON  BY 80 RUNS,ICKLETON CC,TRUE,FALSE,TRUE,FALSE
377,2019,GREAT SHELFORD CC,117,4,ICKLETON CC,121,0,ICKLETON CC WON  BY 10 WICKETS,ICKLETON CC,FALSE,TRUE,FALSE,TRUE
378,2019,BIRCHANGER CC,85,3,HIGH BEACH CC -,84,10,BIRCHANGER CC WON  BY 7 WICKETS,BIRCHANGER CC,FALSE,TRUE,TRUE,FALSE
379,2019,BIRCHANGER CC,146,2,CLOGHAMS CC,143,10,BIRCHANGER CC WON  BY 8 WICKETS,BIRCHANGER CC,FALSE,TRUE,TRUE,FALSE
380,2019,ABRIDGE CC -,271,8,BIRCHANGER CC,283,7,BIRCHANGER CC WON  BY 12 RUNS,BIRCHANGER CC,TRUE,FALSE,FALSE,TRUE
381,2019,WOODFORD WELLS CC,254,9,BIRCHANGER CC,257,7,BIRCHANGER CC WON  BY 3 WICKETS,BIRCHANGER CC,FALSE,TRUE,FALSE,TRUE
382,2019,WILLINGALE CC,88,10,BIRCHANGER CC,90,0,BIRCHANGER CC WON  BY 10 WICKETS,BIRCHANGER CC,FALSE,TRUE,FALSE,TRUE
383,2019,HIGH BEACH CC -,139,5,BIRCHANGER CC,136,8,HIGH BEACH CC WON  BY 5 WICKETS,HIGH BEACH CC,FALSE,TRUE,FALSE,FALSE
384,2019,WORMLEY CC,132,10,BIRCHANGER CC,136,4,BIRCHANGER CC WON  BY 6 WICKETS,BIRCHANGER CC,FALSE,TRUE,FALSE,TRUE
385,2019,CLOGHAMS CC,140,8,BIRCHANGER CC,109,10,CLOGHAMS CC WON  BY 31 RUNS,CLOGHAMS CC,TRUE,FALSE,TRUE,FALSE
387,2019,BIRCHANGER CC,210,10,WOODFORD WELLS CC,286,7,WOODFORD WELLS CC WON  BY 76 RUNS,WOODFORD WELLS CC,TRUE,FALSE,FALSE,TRUE
388,2019,BIRCHANGER CC,156,6,WILLINGALE CC,155,9,BIRCHANGER CC WON  BY 4 WICKETS,BIRCHANGER CC,FALSE,TRUE,TRUE,FALSE
389,2019,ELMDON CC,180,9,"ABINGTON CC, CAMBS",183,7,"ABINGTON CC, CAMBS WON  BY 3 WICKETS","ABINGTON CC, CAMBS",FALSE,TRUE,FALSE,TRUE
390,2019,ELMDON CC,164,10,BASSINGBOURN CC,165,5,BASSINGBOURN CC WON  BY 5 WICKETS,BASSINGBOURN CC,FALSE,TRUE,FALSE,TRUE
391,2019,COKENACH CC,155,10,ELMDON CC,162,9,ELMDON CC WON  BY 7 RUNS,ELMDON CC,TRUE,FALSE,FALSE,TRUE
392,2019,ELMDON CC,187,8,"ROYSTON CC, HERTS",146,10,ELMDON CC WON  BY 2 WICKETS,ELMDON CC,FALSE,TRUE,TRUE,FALSE
394,2019,ELMDON CC,146,6,HELIONS BUMPSTEAD CC,148,2,HELIONS BUMPSTEAD CC WON  BY 8 WICKETS,HELIONS BUMPSTEAD CC,FALSE,TRUE,FALSE,TRUE
395,2019,RICKLING RAMBLERS CC,251,10,ELMDON CC,146,10,RICKLING RAMBLERS CC WON  BY 105 RUNS,RICKLING RAMBLERS CC,TRUE,FALSE,TRUE,FALSE
396,2019,ELMDON CC,199,6,MILL GREEN CC,81,10,ELMDON CC WON  BY 4 WICKETS,ELMDON CC,FALSE,TRUE,TRUE,FALSE
397,2019,"ABINGTON CC, CAMBS",133,5,ELMDON CC,132,10,"ABINGTON CC, CAMBS WON  BY 5 WICKETS","ABINGTON CC, CAMBS",FALSE,TRUE,TRUE,FALSE
398,2019,BASSINGBOURN CC,278,4,ELMDON CC,175,8,BASSINGBOURN CC WON  BY 103 RUNS,BASSINGBOURN CC,TRUE,FALSE,TRUE,FALSE
399,2019,"ROYSTON CC, HERTS",107,10,ELMDON CC,126,10,ELMDON CC WON  BY 19 RUNS,ELMDON CC,TRUE,FALSE,FALSE,TRUE
